input,actual,predicted
"gi-ra-num2-sze3 5(ban2) 5(disz) sila3 zi3 sig15
","for the wailing ceremony   5 ban2 5 sila3 groats 
","for the wailing ceremony 5 ban2 5 sila3 groats
"
"3(gesz2) 3(u) gurusz u4 1(disz)-sze3 a-sza3-ge a du11-ga a-sza3 {d}nin-ur4-ra-du6-na
","21 workdays male laborers  field irrigation work performed in the field Ninuraduna 
","215 workdays
"
"($ blank space $) 1(disz) u4 1(disz)-kam
","subtotal 1  1st day 
","subtotal 1 1st day
"
"pisan-dub-ba sag-nig2-gur11-ra u3 zi-ga
","Basketoftablets  debits  and credits 
","Basketoftablets debits and credits
"
"ki bi2-da kuruszda-ta szunigin sze-bi 4(gesz2) 4(u) 6(asz) 3(barig) 5(ban2) 5(disz) sila3 gur
","of the fattener Bida  Together the equivalent barley 286 gur 3 barig 5 ban 5 sila 
","of the fattener Bida Together the equivalent barley 286 gur 3 barig 5 ban 5 sila
"
"u3 kiszib3 dabx(U8)-ba a-szi-an mu 5(disz)-kam
","and sealed documents of conveyances  of Aian  a period of 5 years 
","and sealed documents of conveyances of Aian a period of 5 years
"
"lu2 {d}nanna-kam sukkal ARAD2-mu maszkim ($ blank space $) 1(u)
","the man Nannakam messenger  ARADmu was enforcer  subtotal 1 
","the man Nannakam messenger ARADmu was enforcer subtotal 1
"
"ur-{d}lamma ensi2 gir2-su{ki} i3-dab5 giri3 ka5-a-mu
","UrLamma governor of Girsu accepted  via Kaamu 
","did UrLamma governor of Girsu receive via Kaamu
"
"1(disz) gurusz engar gesz-i3 ad-kup4-sze3 u4 3(u) la2 2(disz)-sze3
","1 male laborer plowman of sesame for the matter 28 days 
","1 male worker troop 1 male laborer days
"
"u4 4(disz)-kam 1(disz) gu4 1(disz) udu niga ra-szi lu2 zi-da-num2{ki}
","4th day  1 ox  1 grainfed sheep for Rai man of Zidanum 
","4th day 1 ox 1 sheep Mandu doorkeeper
"
"szu-gid2 e2-muhaldim-sze3 u4 2(u) 7(disz)-kam ki ab-ba-sa6-ga-ta
","ugid offerings for the kitchen  27th day  from Abbasagas account 
","ugid offerings for the kitchen 27th day from Abbasagas account
"
"gurx(|SZE.KIN|)-a zar3 tab-ba a-sza3 gu4-suhub2 a-sza3 ur-{d}nin-ti u3 a-sza3 e2-{d}ezina2
","harvested and sheaves piled up in the Oxen boot field in the UrNinti field and the EEzina field
","harvested and sheaves piled up in the Oxenboot field in the field Constructed Wall in the Incantation priests field
"
"3(disz) nin-gin7-a-ba-dim2 3(disz) iri-ga2-na-ab-du7 3(disz) geme2-e2-an-na
","3 mana wool for Ninginabadim  3 mana wool for Iriganabdu  3 mana wool for GemeEanna 
","3 mana wool for Iriganabdu 3 mana wool for GemeEanna and 3 mana wool for GemeEanna
"
"a2 lu2 hun-ga2 a-bi2-a-ti szu ba-ti
","the wages of daylaborers  Abiati  received 
","labor of the hired men Abiati received
"
"i3-nun-bi 4(ban2) 5(disz) sila3 ga-ar3-bi 1(barig) 7(disz) 1/2(disz) sila3
","their butter oil 4 ban2 5 sila3  their kak cheese 1 barig 7 12 sila3 
","their butter oil 4 ban2 5 sila3 their kak cheese 1 barig 7 12 sila3
"
"nigin2-ba 3(disz) {ansze}zi-zi nigin2-ba 1(u) 4(disz) {ansze}kunga2
","altogether 3 horses altogether 14 kequids
","altogether 3 horses altogether 14 kequids
"
"1(disz) ... 1(disz) masz2 szu-gid2 1(disz) sila4 ga
","1   1 goat ugid  1 suckling lamb 
","1 goat ugid 1 suckling lamb
"
"usz2 3(ban2) geme2-{gesz}gigir iti sze-kar-gal2-la
","dead 3 ban2 Gemegigir  month Barley at the quay 
","dead 3 ban2 Gemegigir month Barley at the quay
"
"kiszib3 ba-zi-ge dumu ka5-a mu a-tu dumu la-la-sze3
","under seal of Bazige son of Kaa in place of Atu son of Lala
","under seal of Bazige son of Kaa in place of Atu son of Lala
"
"iti ezem-{d}nin-a-zu u4 1(u) 8(disz) zal-la-ta
","from month FestivalofNinazu 18th day passed
","from month FestivalofNinazu 18th day passed
"
"lugal an-ub-da limmu2-ba inim-{d}szara2 dub-sar
","king of the four corners Inimara scribe
","king of the four corners Inimara scribe
"
"gu2-ab-ba{ki}-sze3 i3-gal2 mu gu-za {d}en-lil2-la2 ba-dim2
","to Guabba  are here  year The chair of Enlil was fashioned 
","to Guabba are here year The chair of Enlil was fashioned
"
"a2 sig4 ga6-ga2 mu-kux(DU) e2-ki-ba-gar-ra
","labor of brick transportation  delivery  for the replacement house of 
","labor of brick transportation delivery for the replacement house of
"
"1(disz) gu4 ba-usz2 ur-{d}ba-ba6 dumu ur-e2-ninnu szu ba-ti
","1 ox slaughtered did UrBaba son of UrEninnu receive 
","1 ox slaughtered did UrBaba son of UrEninnu
"
"1(u) engar u4 3(u)-sze3 nu-banda3 ur-{d}gesz-bar-e3
","1 ploughmen for 3 days the overseer UrGebare
","1 ploughmen for 3 days the overseer UrGebare
"
"n 1(u) mer hi n 7(disz) kur hi
"," 1 ninda north averaged   7 east averaged 
","1 ninda north averaged 7 east averaged
"
"szu-gid2 mu-kux(DU) du11-ga i3-dab5 iti ezem-mah
","ugid delivery  Duga accepted  month Great festival 
","ugid delivery Duga accepted month Great festival
"
"2(bur3) 2(esze3) GAN2 1(u)-ta sze-bi 2(gesz2) 6(asz) gur
","2 bur3 2 ee3 surface area 1 each  its barley 126 gur 
","2 bur3 2 ee3 surface area 1 each its barley 126 gur
"
"u3 sza3-bi su-ga nig2-ka9 sze-ka i3-gal2
","and therefroms restitutions  accounts of barley  are here 
","and therefroms restitutions of Enlil and credits of the pouch
"
"iti nesag mu e2 {d}szara2 umma{ki}-ka ba-du3
","month Firstfruits  year The house of ara of Umma was erected 
","month Firstfruits year The house of ara of Umma was erected
"
"{d}nin-zabala3{ki} ki lu2-bala-saga-ta kiszib3 ensi2
","for NinZabala from Lubalasaga under seal of the governor
","for NinZabala from Lubalasaga under seal of the governor
"
"u4 4(disz)-kam ki ab-ba-sa6-ga-ta na-lu5
","4th day  from Abbasaga  did Nalu 
","4th day from Abbasaga did Nalu
"
"4(disz) gu4 e2-gu4-ta 1(disz) ab2-mah2 e2-ta gur-ra
","4 oxen from the oxenhouse  1 mature cow from the house returned 
","4 oxen from the oxenhouse 1 mature cow from the house returned
"
"mu us2-sa e2 puzur4-isz-{d}da-gan mu us2-sa-ta
","from the year following The house of PuzrisDagan the year after
","from the year following The house of PuzrisDagan the year after
"
"b1. 9(disz) kusz3 b2. 6(disz) kusz3
","9 cubits  6 cubits 
","9 cubits 6 cubits
"
"kiszib3 ku5-da nu-banda3 erin2 sze nu-tuku-me
","under seal of Kuda the superintendent worktroops barley not receiving
","under seal of Kuda the superintendent worktroops barley not receiving
"
"1(disz) sa szum2 bi2-bi2-a sukkal gaba-ta
","1 bundle onions  for Bibbya the messenger from the frontier 
","1 bundle onions for Bibbiya the messenger from the frontier
"
"1(disz) udu a-lum niga ba-usz2 sza3 libir
","1 sheep alum grainfed  slaughtered among the old 
","1 sheep alum grainfed slaughtered among the old
"
"nu-banda3 ur-tur dumu x-{d}nin-gir2-su  e2 {d}...
","the overseer Urtur son of xNingirsu household of 
","the overseer Urtur son of xNingirsu household of
"
"1(disz) ur-{d}suen 1(disz) ur-e11-e 1(disz) lu2-{d}ab-u2
","1 UrSuen  1 Uree  1 LuAbu 
","1 UrSuen 1 Uree 1 LuAbu
"
"i3-gal2 mu {gesz}gu-za {d}en-lil2-la2 ba-dim2
","are here  year The chair of Enlil was fashioned 
","are here year The chair of Enlil was fashioned
"
"gurx(|SZE.KIN|)-a zar3 tab-ba a-sza3 a-u2-da-gu-la a-sza3 a-u2-da-tur u3 a-sza3 nun-na
","harvested and sheaves piled up in the Audagula field in the Audatur field and in the Prince field
","harvested and sheaves piled up in the Audagula field in the Audatur field and in the Prince field
"
"1(barig) 3(ban2) sza3-gu2-bi 1(barig) 3(ban2) dingir-an-dul3
","1 barig 3 ban2 agubi  1 barig 3 ban2 Dingirandul 
","1 barig 3 ban2 agubi 1 barig 3 ban2 Dingirandul
"
"3(disz) ku6 3(disz) sa szum2 ur-{d}ma-mi sukkal gaba-asz
","3 fish 3 bundles of garlic  UrMami the messenger off to Persia 
","3 fish 3 bundles of garlic UrMami the messenger off to Persia
"
"a-sza3 uku2-nu-ti 2(bur3) 1(esze3) 4(iku) 1/4(iku) GAN2 1(u)-ta
","field Ukunuti  2 bur3 1 ee3 4 14 iku surface area at 1 each 
","field Ukunuti 2 bur3 1 ee3 4 14 iku surface area at 1 each
"
"kun-zi-da e2 {d}lamma-ka-sze3 nig2-gu2-na bala-a ga6-ga2
","transport of the bala load to the reservoir of the Lamma temple 
","transport of the bala load to the reservoir of the Lamma temple
"
"ma-an-szum2 bur-sag i3-gal2 mu {d}amar-{d}suen lugal
","Manum the stone bowl cutter  are here  year AmarSuen is king 
","he gave to him are here year AmarSuen is king
"
"szunigin sa gu4 3(u) 2(disz)-kam kiszib3 ku3-ga-ni
","together tendon of 32 oxen  sealed tablet of Kugani 
","together tendon of 32 oxen sealed tablet of Kugani
"
"dumu ur-{d}ha-ia3 ARAD2-zu ...-na-...
","son of Uraya is your servant na
","son of Uraya is your servant na
"
"la2-ia3 su-ga 1(barig) 2(disz) sila3 dabin
","Repaid arrears 1 barig 2 sila3 of dabinflour 
","deficit repaid 2 sila3 barley flour
"
"3(disz) geme2-gi-gal-SZIM-ka 3(disz) nin-ki-la2-a 1(disz) 1/2(disz) nig2-gi-na-ba-dab5
","3  mana wool for GemegigalIMka  and 3 for Ninkilaa  and 1 12 for Nigginabadab 
","3 mana wool for GemegigalIMka and 3 for Ninkilaa and 1 12 for Nigginabadab
"
"lugal an-ub-da limmu2-ba a-ta2-kal2-szum 
","king of the four corners Atalkalum
","king of the four corners Atalkalum
"
"sza3 mu-kux(DU) nu-i3-da ARAD2-mu maszkim ($ blank space $) 2(disz)
","from the delivery of Nuida  ARADmu was enforcer  subtotal 2 
","from the delivery of Nuida ARADmu was enforcer subtotal 2
"
"iti szu-numun mu us2-sa bad3 ba-du3-sze3
","to the month Sowing  year after The wall was erected 
","to month Sowing year after The wall was erected
"
"u4 2(disz)-sze3 iri-sa12-rigx(|PA.MUNUS.HUB2.DU|){ki}-ta ka da-mi-ma-ma-sze3 ma2 gid2-da
","for 2 workdays from Irisagrig to mouth of Damimama barge punted 
","for 2 workdays from Irisagrig to mouth of Damimama barge punted
"
"szunigin ziz2-bi 1(u) 6(asz) 3(barig) 5(disz) sila3 gur
","total its emmer 16 gur 3 barig 5 sila3 
","total its emmer 16 gur 3 barig 5 sila3
"
"giri3 ad-da-da 3(ban2) naga si-e3 ku3-bi 4(disz) 1/2(disz) sze
","via Addada  3 ban2 of horned alkaliplant  its silver 4 12 grains 
","via Addada 3 ban2 of horned alkaliplant its silver 4 12 grains
"
"mu us2-sa en eridu{ki} ba-hun 2(disz) udu
","year after The highpriestess of Eridu was hired  total 2 sheep 
","year after The highpriestess of Eridu was hired total 2 sheep
"
"iti ezem-an-na mu hu-uh2-nu-ri{ki} ba-hul 4(u) 4(disz) udu
","Month Festival of An 1th month Drehem calendar  Year Huhnuri was destroyed AmarSuen 7  44 sheep 
","Month Festival of An 1th month Drehem calendar Year Huhnuri was destroyed AmarSuen 7 44 sheep
"
"1/3(disz) ma-na ku3-babbar la2-ia3 su-ga nu-{gesz}kiri6-ke4-ne
","13 mina silver  replaced deficit of the gardeners 
","13 mina silver replaced deficit of the gardeners
"
"u4 n-kam ki ...-x-...-ta ba-zi
","nth day  out of nns account  booked 
","nth day out of nns account booked
"
"al-la dub-sar dumu lu2-iri-sag
","Alla  scribe  son of Luirisag 
","Alla scribe son of Luirisag
"
"iti szu-numun-ta 1(asz) 3(barig) 1(ban2) gur
","from month Sowing 1 gur 3 barig 1 ban2
","from month Sowing 1 gur 3 barig 1 ban2
"
"ki a-a-mu giri3 e2-e-a-na-ba kiszib3 lugal-iti-da
","with Ayamu via Eeanaba under seal Lugalitida
","from Ninhursagas Place of Enlil under seal of Lugalitida
"
"1(disz) kikken a-ka3-da-ni 1(disz) kikken {d}szara2-za-me
","1 millstone of black basalt for Akadani  1 millstone of black basalt for arazame 
","1 millstone of the black basalt for arazame 1 millstone of black basalt for Akadani
"
"2(disz) gu4 1(disz) ab2 1(u) 5(disz) udu 2(u) 1(disz) u8
","2 oxen 1 cow  15 rams 21 ewes 
","2 oxen 1 cow 15 rams 21 ewes
"
"2(disz) gin2 ki ur-{d}utu-ta szunigin 1(disz) ma-na 1(u) 1(disz) gin2 igi-6(disz)-gal2 2(u) sze ku3
","2 shekels from UrUtu  total 1 mina 11 16 shekels 2 grains silver 
","2 shekels from UrUtu total 1 mina 11 16 shekels 2 grains silver
"
"1(asz) gur lu2-giri17-zal 1(asz) gur ur-nigar{gar}
","1 gur Lugirizal  1 gur Urnigar 
","1 gur Lugirizal 1 gur Urnigar
"
"u4 2(disz)-sze3 i7 lugal-ta ka i7-da-sze3 ma2 gid2-da
","for 2 days from the royal waterway to the mouth of the waterway barge punted 
","for 2 days from the royal waterway to the mouth of the waterway barge punted barge transferred
"
"2(gesz2) 3(u) sar nig2-gul 1(u) 5(disz) sar-ta
","15 sar of pickaxing at 15 sar a day 
","15 sar of pickaxing at 15 sar a day
"
"1(disz) ur-sukkal gaba-sze3 x 1(disz) lu2-dingir-ra
","1 Ursukkal from the frontier   1 Ludingira 
","1 Ursukkal from the frontier 1 Ludingira
"
"1(disz) sila4 ba-usz2 u4 1(u) 8(disz)-kam
","1 lamb  slaughtered 18th day 
","1 lamb slaughtered the 18th day
"
"i3-gal2 mu bad3 mar-tu ba-du3
","are here  year The Amorite wall was erected 
","are here year The Amorite wall was erected
"
"a-sza3 uku2-nu-ti 1(bur3) 2(esze3) 3(iku) 1/2(iku) 1/4(iku) GAN2 1(u) la2 1/2(disz)-ta
","field Ukunuti  1 bur3 2 ee3 3 34 iku surface area at 1 less 12 each 
","field Ukunuti 1 bur3 2 ee3 3 34 iku surface area at 1 less 12 each
"
"e2 {d}en-lil2-ka ki lugal-tur-ta ba-zi
","of the house of Enlil  from Lugalturs account  has been booked out 
","of the house of Enlil from Lugalturs account has been booked out
"
"giri3 lugal-inim-gi-na si gu4 4(disz)-kam da-a-ga szu ba-ti
","via Lugalinimgina  horn of 4 oxen  did Daaga receive 
","via Lugalinimgina horn of 4 oxen did Daaga receive
"
"a-sza3 la2-tur ur-e2-mah engar 1(bur3) 2(esze3) 1/4(iku) GAN2 1(u)-ta
","field Latur  Urema the plowman  1 bur3 2 ee3 14 iku surface area 1 each 
","field Latur the plowman 1 bur3 2 ee3 14 iku surface area at 1 each
"
"a-sza3 du6-gesz-i3-ka 1(esze3) 3(iku) GAN2 8(disz) 1/2(disz)-ta
","field Hillockofplantoil  1 ee3 3 iku surface area at 8 12 each 
","field Hillockofplantoil 1 ee3 3 iku surface area at 8 12 each
"
"ki {d}szul-gi-a-a-mu-ta ba-zi iti masz-da3-gu7 mu sza-asz-ru{ki} ba-hul
","from the account of ulgiayamu booked out  month Gazelle feast  year aru was destroyed 
","from ulgiayamus account booked out month Gazelle feast year aru was destroyed
"
"4(u) nu-banda3 erin2 1(u) 6(asz) lu2 sar
","4 manager of the worker troops  16 gardener 
","4 manager of the worker troops 16 gardener
"
"1(disz) a-gu2-zi dumu-ni-me tug2 geme2-{d}isztaran
","and 1 for Aguzi  being her children  textile for Gemetaran 
","and 1 for Aguzi being her children textile for Gemetaran
"
"5(asz) 3(barig) 2(ban2) sze-ba gur ki {d}szara2-kam
","5 gur 2 barig 2 ban2 ration barley with arakam 
","5 gur 2 barig 2 ban2 ration barley with arakam
"
"e2-muhaldim mu-kux(DU) ur-{d}en-gal-du-du giri3 tah-sza-tal ra2-gaba
","for the kitchen  delivery of UrEngaldudu  via Taatal the rider 
","for the kitchen delivery of UrEngaldudu via Taatal the rider
"
"ku3 i3-ba 1/3(disz) ma-na 7(disz) 1/2(disz) gin2
","the silver equivalent of their oil 13 mana 7 12 shekels 
","silver oil ration 13 mana 7 12 shekels
"
"ugu2-a ga2-ga2 lu2-{d}utu dumu ba-zi szunigin 4(barig) zi3-sig15
","to be placed on the debit account debit account of LuUtu son of Bazi total 4 barig fine flour
","it is to be placed debit account of LuUtu son of Bazi total 4 barig fine flour
"
"1(disz) sila4 ensi2 kisz{ki} 1(disz) sila4 bur-ma-ma
","1 lamb governor of Kish  1 lamb Burmama 
","1 lamb governor of Kish 1 lamb Burmama
"
"n 1(disz) udu 1(disz) x a-kal-la x x
"," 1 sheep 1   Akalla  
","1 sheep 1 Akalla
"
"1(u) gurusz u4 1(disz)-sze3 e2 u3-ma-ni-ta e2-kikken-sze3 sze ga6-ga2
","1 male laborer workdays  from the Umani household to the mill grain transported 
","1 male laborer workdays from the Umani household to the mill grain transported
"
"3(gesz2) 1(u) la2 1(disz) masz2 8(gesz2) 3(u) 5(disz)
","19 less 1 buck goats total 515
","29 billy goats
"
"ugula ... x giri3 ... kiszib3 e2-gal-e-si
","foreman   via   under seal of Egalesi 
","foreman via under seal of Egalesi
"
"1(asz) ur-nigar{gar} 1(disz) lu2-eb-gal dumu-ni-me
","1 aworker Urnigar  1 diworker Luebgal  they are his sons 
","and 1 gur Urnigar being her children
"
"nig2-ba lugal a2-ge6-ba-a sza3 puzur4-isz-{d}da-gan u4 2(u) 5(disz)-kam
","gifts of the king midnight offerings  in PuzrisDagan  25th day 
","royal offerings herdsmen of PuzriDagan on the 25th day
"
"iti diri sze-sag11-ku5 x ... da x ...
","month extra Harvest  exchange good for oxen sheep  
","month extra Harvest
"
"iti ezem-{d}nin-a-zu mu sza-asz-ru{ki} ba-hul
","month Festival of Ninazu  year aru was destroyed 
","month Festival of Ninazu aru was destroyed
"
"ki-bi ib2-tusz 1(disz) ur-{d}ma-mi ga2-nun gesz-{kusz}ummux(|A.EDIN|)-da
"," stationed  1 UrMami  to the waterskin storehouse  
","having sat out at the place UrMami 1 ox hoof
"
"sze-ba za3-mu ugula lu2-{d}utu a-sza3 ka-ma-ri2{ki}-ta
","barley rations of the new year  foreman LuUtu  from the field Kamari 
","barley rations foreman Zamu foreman they are personnel
"
giri3 ... szunigin 5(disz) sila3 kasz saga szunigin 1(ban2) kasz,via   total 5 sila3 fine beer total 1 ban2 beer,"via total 5 sila3 fine beer total 1 ban2 beer
"
