,input,actual,predicted
836,"...-zu GA2 nagar-ra-ka ...
","No one should be allowed to split apart your boxwood among the wood of the carpenter 
","your superiority
"
837,"... x du10-bi bi2-in-pesz-en lugal kalam-ma-me-en
"," brought me up well I am the king of the Land 
","In order to admiresee the grain goddess Ezina of lordship
"
838,"bad3{ki}
","Drum 
","apple
"
839,"buru5 u4 zal-le szeg10 gi4-gi4-da
","when the little birds at the break of dawn began to clamor 
","Birds have gathered up towards him like his evildoer have to be praised
"
840,"... gal4-la ba-...
"," the vulva  
","The man in a place
"
841,"1(esze3) GAN2 4(barig) igi-husz
","1 ee3 field area 4 barig Igihu 
","1 ee3 surface area at its calf
"
842,"gaba-ri-gu10-me-en
","You are really my opponent 
","You are really my opponent
"
843,"1(disz) geme2-x ...
","and 1 for Geme 
","62 lines in this column
"
844,"e2-tum
","xxx 
","xxx
"
845,"mu us2-sa ur-bi2-lum{ki} ba-hul
","year after Urbilum was destroyed 
","xxx
"
846,"1(disz) ...
","1  
","1
"
847,"sza3-ku3-ge-pa3-da
","akugepada
","apple
"
848,"ur2-ra-na ba-an-nu2
","and he has lain in her lap
","and a fishpond was laid out
"
849,"lugal {d}en-lil2-le
","the king whom Enlil
","the king whom Enlil
"
850,"1(disz) ma-ga-ru-um
","one man Magarum 
","1 bundle onions
"
851,"...-gu10 mu-da-an-ku5 me-e a-ba-sze3 ga-di
"," has separated  I shall go to the rear of the temple me I shall go to the rear of the temple 
","My has separated I shall go to the rear of the temple me
"
852,"nag-su{ki}-sze3 ma2 gid2-da ma2 ba-al-la u3 kar-sze3 ma2 diri-ga
","to Nagsu barge punted barge unloaded and to the quay barge floated back 
","to Nagsu barge punted barge unloaded and to the quay
"
853,"{d}szu-{d}suen
","Suen
","Suen
"
854,"uzu nig2 sag3-ga {gesz}gag-ta la2 im-me-ne-szum2-usz
","They were given the corpse hanging on the hook 
","The corpse was hung on a hook
"
855,"nin-he2-du7
","Ninhedu 
","Ninhedu
"
856,"... x sza3 sag-us2
","did sagus
","the constant supporter
"
857,"e2 nig2-gur11-ra
","and into a storehouse 
","So that the warehouses would be provisioned
"
858,"KIB mu-dim2-dim2
","he fashioned clay nails 
","fashioned clay nails
"
859,"... x sag ha-ra-an-sag3-sag3-e-ne = %a ... x me2-he-e li-szu-bu-ki
","They tremble before the  of the violent storms  
","There were no revocation of a final verdict the word of the assembly
"
860,"ama dumu-ni-ir sa6-ga mu-na-ab-be2
","lets mother speak sweetly to her child 
","The mother left her city due to the path
"
861,"gi-gun4-na eb e2-a lu2-erim2-e ba-ab-gul gesz-hur {gesz}esi ba-ab-kur2-...
","The enemy destroyed the giguna structure and the oval of the temple they irreparably changed its plans  
","Within it the temple of the temple where it was being suitable for the people
"
862,"1(u) 6(disz) ma-na
","it has  
","it has
"
863,"x-ma an-na-ke4 ba-ni-in-tu ...
","The  of heavenAn begat there  
","57 lines
"
864,"szem5 kusz la2-la2-e x ha-ba-gi4
","Therefore the em and ala drums resounded 
","Therefore the em and ala drums resounded
"
865,"{d}isz-bi-er3-ra
","IbiErra 
","IshbiErra
"
866,"u4 he2-ma-al-la ka-na-ag2 ba-e-zal-la-ri
","When days of abundance elapsed in the land 
","when abundance overflowed in the Land
"
867,"{d}ka-he2-gal2-la {d}igi-he2-gal2-la ...
","Kaegala and Igiegala  
","So that the warehouses would be provisioned
"
868,"pisan-dub-ba
","Basketoftablets 
","Basketoftablets
"
869,"u4 1(disz)-sze3 sze bala-a
","for 1 workday barley transferred 
","for 1 workday barley transferred
"
870,"mu-na-du3
","he built 
","he built for him
"
871,"dumu ki-ag2-ni
","his beloved child 
","his beloved son
"
872,"... lugal x x x ...
"," the king  
","The king
"
873,"mu-na-dim2
","he fashioned it for him 
","he fashioned for him
"
874,"mu {d}amar-{d}suen lugal-e sza-asz-szu2-ru-um{ki} mu-hul-ta
","year AmarSuen the king aurum destroyed 
","year AmarSuen the king aurum destroyed
"
875,"u-bar ka-us2-sa2
","for Ubar the kausa 
","Ubar kausa
"
876,"lugal an-ub-da limmu2-ba-ke4
","king of the four corners
","and king of the four world quarters
"
877,"{d}nin-gir2-su-ka-ke4
","by Ningirsu 
","by Ningirsu
"
878,"ugula kikken-ke4-ne
","xxx 
","foreman Lugalemahe
"
879,"pisan-dub-ba
","Basketoftablets  
","Basketoftablets
"
880,"he2-ag2
"," he indeed measured out 
","apple
"
881,"e2-kisz-nu-gal2-sze3
","for the Ekinugal temple 
","for the Ekinugal temple
"
882,"gir2-su{ki}-ta
","xxx 
","from Girsu
"
883,"lu2 in-sa10 ku3-bi 1(disz) gin2 ku3-babbar-am3
","a man has bought its silver shall be 1 shekel
","No one should be bought 1 shekel onions
"
884,"pa-bi-a {uruda}ha-zi-in ba-an-gar
","He put axes against its top 
","He set the hazin ax into its branches
"
885,"e2-gal
","of the palace  
","his palace
"
886,"a2-ag2-ga2 lugal-ga2
","to the one who the orders of my king 
","to take instructions for my master
"
887,"mu us2-sa {d}szu-{d}suen lugal-e bad3 mar-tu mu-ri-iq-ti-id-ni-im mu-du3
","year following Suen the king the Amorite wall muriqtidnim erected 
","xxx
"
888,"igi-ba x bi2-mu7-mu7
","In front of them he made noises with  
","They put their eyes on the base of the mountain range
"
889,"ku3-bi 9(disz) gin2
","the silver 9 shekels 
","its silver equivalent 9 shekels
"
890,"ARAD2 {d}nanna
","servant of Nanna 
","servant of Nanna
"
891,"i3-gal2
","are here 
","xxx
"
892,"... sukud-bi 1(disz) 1/2(disz) kusz3
"," its depth 1 12 cubits ca 75cm
","drew up
"
893,"a-a ugu-ga2-sze3
","the father who begot me 
","In order to say flax
"
894,"hu-mu-szi-in-bar-re-esz
","they directed towards me
","apple
"
895,"... is,-bu-tu ina qi2-bit asz-szur ...
","they seized By the command of Assur  
","So that the warehouses would be provisioned
"
896,"im-mi-in-gar-ra-a
","he had set up 
","he did establish
"
897,"dumu tu-da
","son begotten 
","son begotten
"
898,"umma{ki}-a
","in Umma 
","of Umma
"
899,"en-an-na-tum2
","Enanatum 
","Enanatum
"
900,"{d}en-ki-ke4 du6 eridu{ki}-ta nam-men nam-mah-zu mu-ri-in-tar
","Enki at the mound of Eridu determined your lordship and supremacy for you 
","Enki shut the holy word of Eridug your greatness decreed
"
901,"1(asz) gu2 2(u) ma-na
","it has  
","it has
"
902,"u4 {d}nanna lugal-a-ne2
","when Nanna his master 
","On the day that Nanna shall caress
"
903,"n gin2 sze-lu2
"," shekels coriander 
","shekels of coriander
"
904,"nu-banda3
","the nubanda 
","nubanda
"
905,"sze-a-sa
","mite infesting the flour 
","apple
"
906,"x ... gu2 mu-ni-in-pesz11 u4 nu-du11-ga ...
"," had grown thickened his neck a time that was not appointed  
","Do not lay down at the side that occupied the time
"
907,"5(disz) sila3 kasz 5(disz) sila3 ninda 5(disz) gin2 szum2
","5 sila3 beer 5 sila3 bread 5 shekels onions 
","5 sila3 beer 5 sila3 bread 5 shekels garlic
"
908,"sag-us2
","the constant supporter
","constant attendant
"
909,"3(asz) sze gur-ta
","3 kor barley 
","3 kor of barley
"
910,"... za3-mi2
","It is the case that I know the venueregulation of praise 
","Enki praise
"
911,"KUL
","half bread 
","apple
"
912,"e2-galam-ta-ni2-gur3-ru
","House that carries Dread from the Land 
","apple
"
913,"2(N01@f) , kasz sag
","2 units high quality beer 
","2 measures high quality beer
"
914,"gal-le-esz ak
","grandly constructed 
","greatly festival
"
915,"{gesz}u3 nu-KU
","a neckstock 
","The decision of does not rejoice
"
916,"1(disz) masz2 niga mu-kux(DU) s,e-lu-usz-{d}da-gan
","1 barleyfed male kid delivery of elluDagan 
","1 grainfed kid delivery of elluDagan
"
917,"nu-ur2-i3-li2
","did Nril 
","Nril
"
918,"nu-banda3 ur-sa6-ga dumu lugal-igi
","the overseer UrSaga son of Lugaligi
","the overseer UrSaga son of Lugaligi
"
919,"...-me-en
","I want to say I want to repeat you are not the son of an established man 
","You are
"
920,"lagasz{ki}-ke4
","of Laga 
","of Laga
"
921,"ARAD2 e3-na-num2
","servant of Ennnum 
","servant of IpiqAdad
"
922,"umma{ki}
","Umma 
","of Umma
"
923,"ildum2-gu10 mu-da-an-ku5 me-e i-lu ga-am3-du11
","For my one who  has separated from my clan I want to lament 
","cut him who has separated I want to lament
"
924,"szabra
","the household manager 
","household manager
"
925,"ARAD2-da-ni-ir
","IbbiSuen 
","his servant
"
926,"3(asz) SZE3-ba-an ku6 dar-ra
","3 Eban of fish split 
","3 Eban split fish
"
927,"6(asz) sze gur in-na-ag2-ag2-e
","he shall measure out to him 6 gur of barley
","he shall measure to him 8 gur of barley for him
"
928,"1(disz) gu4 niga
","1 ox grainfed 
","1 ox grainfed
"
929,"er3-ra-ba-ni
","did Errabani 
","to Errabni
"
930,"...-a
","For Nanna 
","Ilikauul
"
931,"lu2 e2 {d}nanna
","the person who the temple of Nanna
","the man who the temple of Nanna
"
932,"mu-un-pa3-de3-en
","he chose me
","apple
"
933,"mu 1(gesz2) 5(u) 7(disz)-kam
","it was 117 years 
","57 lines
"
934,"u4 1(u) 3(disz) n ba-zal
","13th day 
","13th day has passed
"
935,"nig2 gal-gal-la a-ba-da-ab-gal2-la-an
","When I am able to have great things 
","They looked at the very great hazin axes
"
936,"ensi2
","ruler 
","ruler
"
937,"dumu pi2-iq-qum-ke4
","son of Piqqum 
","son of Snlei
"
938,"{lu2}kin-gi4-a = %a ma-ri szi-ip-ri
","envoy 
","The measuring rod the waterclock and its eyeface
"
939,"ki in-ta-e3-a(MIN)-ta
","From Intaea
","to make the place tremble
"
940,"u3-mu-un-ra tur-tur ba-an-da-ri
","against the lord a storm of small hailstones arose 
","against the lord a storm of small hailstones arose
"
941,"nibru{ki}-a
","in Nippur
","in Nippur
"
942,"lugal-ra a {gesz}ma2-sag-ga2-ke4
","against the king the waves at the bow of the boat 
","against the king the waves at the bow of the boat
"
943,"bad3 iri ku3-ga-ka-ni
","her wall of the Holy City 
","her wall of the Holy City
"
944,"gudu4 {d}nansze-me
","they are guduofficiants of Nane 
","So that the donkey stallion
"
945,"{sze}lillan-bi a du11-ga-ab
","Water the ripe grain 
","It is the case that it sank
"
946,"nun u18-ru me-ni a-re-esz kal
","powerful prince whose divine powers are praiseworthy and mighty  
","prince whose head is praiseworthy and precious
"
947,"mu-tu
","he created 
","he created
"
948,"pisan-dub-ba
","Basketoftablets 
","Basketoftablets
"
949,"ARAD-ga2-ka
","my servant 
","my servant
"
950,"IM x ...
","Your gate is a lion seizing a man 
","Its founded
"
951,"2(disz) udu 2(disz) sila4
","2 sheep 2 lambs 
","2 rams 2 male lambs
"
952,"dumu ki-ag2
","beloved son 
","beloved son
"
953,"{d}en-lil2-le
","whom Enlil
","whom Enlil
"
954,"... bi2-...
","It was by means of my foot that I watered it 
","It was by means of my foot that I planted it
"
955,"1(gesz2) muszen tur-tur
","6 small birds 
","6 small birds
"
956,"ab2 ubur
","cow with an udder 
","udder
"
957,"erim2 lugal-la du7-de3
","butting the kings enemies 
","who attends to the king
"
958,"{d}nin-lil2-le musz3-me mi-ni-in-szum2-ma x x e-ne ba-ab-tum3
","When Ninlil had given it features that one was fit for  
","Ninlil gave birth to the path away from his shall take away
"
959,"nita kal-ga
","strong man 
","the mighty man
"
960,"i-gi4-in-zu ur5-ra-ke4-esz sza-ne-sza4 |E2xSAL| ma-ra-tuku-tuku
","Perhaps by this means I can make him have compassion and mercy for you 
","So that the warehouses would be provisioned
"
961,"...-a
","Coming up towards the vagina a birth mother daily 
","Ilikauul
"
962,"... ki-bur2-bi ...
"," its entry placesolution  
","Solution the scribal school
"
963,"mu-na-dim2
","fashion it 
","he fashioned for him
"
964,"me nig2-nam-ma
","the divine powers of everything 
","the divine powers of everything
"
965,"ki-en-gi ki-uri-a
","in Sumer and Akkad 
","in Sumer and Akkad
"
966,"men gidri szum2-ma-am3
","he the one given the crown and scepter
","They looked at the words of Agade
"
967,"a-ba-am3 e-ne lu2 diri-gu10-usz dumu-ni-sze3 in-na-kusz2-am3
","Who is it that has exerted himself for his son more that I 
","You who are such a one as that cuts off at the path
"
968,"{d}iszkur-ra mu-na-an-gen
","He went in to Ikur
","of Ikur
"
969,"ir-du10-{d}mar-tu
","Irdu Martu 
","apple
"
970,"nun ni2-tuku du8 mah e2 lugal-la-na-sze3 szu luh-luh-ha-ta al-gub-bu
","reverent princess who serves at the lustrations for the exalted platform of the royal house 
","the prince who reveres his beloved at the house of sunrise
"
971,"ku3-bi igi-3(disz)-gal2
","its silver 13 shekel 
","its silver 13 shekel
"
972,"usu mu-lu gig-ga i-bi2-...
","The strength of the sick man  
","The power of the southern wind tore it out supremely
"
973,"ur-{d}li9-si4
","UrLisi 
","UrLisi
"
974,"gu4 kun
","ox or bull with a healthy tail 
","ox or tails of oxen
"
975,"a2 lu2 hun-ga2
","labor of the hired men 
","wages of the hired workers
"
976,"mu-un-gar-re-en
","he appointed me 
","he Nanna placed in him
"
977,"ur-ge6-par4
","To Urgepar 
","Urgepar
"
978,"szu ba-an-zi-zi-a
","shall incite to do this 
","he shall incite for this
"
979,"szunigin sze-bi 7(gesz2) 3(u) 9(asz) 4(barig) 4(ban2) gur
","total its barley 459 gur 4 barig 4 ban2 
","total its barley 45 gur 4 barig 4 ban2
"
980,"6(disz) gurusz ugula lugal-ku3-zu
","6 male laborers foreman Lugalkuzu 
","6 male laborers foreman Lugalkuzu
"
981,"mu-bi
","is its name 
","is its name
"
982,"ur-{d}nansze
","UrNane
","UrNane
"
983,"2(disz) sila3 kasz 2(disz) sila3 ninda
","2 sila3 beer 2 sila3 bread
","2 sila3 beer 2 sila3 bread
"
984,"gu2 ki-sze3 ga2-ga2-de3
","to submit
","in order to establish
"
985,"...-ka
","with PN of  
","minas of wool each
"
986,"isz-bi-er3-ra
","IbiErra 
","IbiErra
"
987,"... la-la gurusz-gu10 nu-mu-un-gi4-a
"," my youth has not been satisfied by the charms 
","theits youth has not been satisfied by the charms
"
988,"hu-bi2-dam dam-gar3
","against ubidam the trade agent 
","apple
"
989,"GISZGAL-ku3-an-na ul-la du2-ru-na-am3
","is the bright seat of An dwelling in  
","it is urgent
"
990,"bala egir
","bala after
","xxx
"
991,"...-a
","n6 sila bread each 
","Ilikauul
"
992,"iti ezem-mah
","month ezemmah 
","month Bigfestival
"
993,"{d}nu-nam-nir an ki lugal-bi ...
","Nunamnir king of heaven and earth  
","Nunamnir will be its owner
"
994,"nita kal-ga
","the mighty man 
","the mighty man
"
995,"|ISZ.DU6.KID2|-bi
","and its tumuli 
","and its many tumuli
"
996,"mu-du3
","he built 
","he built
"
997,"1(barig) e2-zi-mu
","and 1 barig Ezimu
","and 1 barig Ezimu
"
998,"uri5{ki}-ma-ke4
","of Ur 
","of Ur
"
999,"amasz {lu2}sipa-da-gin7 ha-ba-bu-bu
","Like a shepherds sheepfold it has been uprooted 
","Like the sheepfold long ago
"
1000,"{d}suen-ka
","of Suen 
","for youthful Suen
"
1001,"udu gukkal gub-ba
","sheep fattailed sheep stationed 
","xxx
"
1002,"ur-sag {gesz}szar2-ur3 me3-a kur szu-sze3 gar-gar
","the warrior Mowdownamyriad who in battle subdues all the lands
","being the Mowdownamyriad the floodstorm of heaven
"
1003,"lugal an-ub-da limmu2-ba-ka-sze3
","and king of the four world quarters
","and king of the four world quarters
"
1004,"me-silim
","Mesilim 
","Mesilim
"
1005,"nam ha-ba-da-ku5-ne
","curse him 
","curse
"
1006,"a-sza3-mu u4-de3 ba-ab-de3
","That My field by the storm was ruined or 
","My field by flood flooding was ruined
"
1007,"...-la-e
"," was not accepting  
","apple
"
1008,"a2-bi hu-mu-da-an-ag2-esz
","they issued orders to me 
","to make the labor of Inab
"
1009,"ur-gir15-re ur3-...
","A dog the roofto drag 
","The dog gave nothing to the ferryboat
"
1010,"mu us2-sa {d}szu-{d}suen lugal uri5{ki}-ma-ke4 bad3 mar-tu mu-ri-iq-ti-id-ni-im mu-du3
","xxx 
","xxx
"
1011,"1(disz) a-tu
","1 Atu
","1 Atu
"
1012,"me-lam2-kisz{ki} dumu en-me-nun-na-ke4
","Melamkish son of Enmenuna 
","So that the upper short side
"
1013,"sze si-bi
","and their barley loaders 
","xxx
"
1014,"{d}inanna
","For Inanna 
","To Inanna
"
1015,"lugal an ub-da limmu2-ba
","king of the four quarters
","and king of the four world quarters
"
1016,"{d}szu-{d}suen
","Suen
","Suen
"
1017,"geme2-{d}nin-gal
","GemeNingal 
","GemeNingal
"
1018,"ba-zi
","lifted 
","booked out
"
1019,"u4 sag-ge6-ga a2 bi2-ib-la2-a re
","the storm which pinioned the arms of the blackheaded people 
","The storm that annihilates the blackheaded people groan
"
1020,"lugal lagasz{ki}-ke4
","king of Laga 
","king of Laga
"
1021,"kur {gesz}esi-a-ka
","from the ebonyland 
","to the mountain tremble
"
1022,"lugal ki-en-gi ki-uri-ke4
","king of Sumer and Akkad 
","and king of Sumer and Akkad
"
1023,"lu2-tu15 ... x ...
","Idiot who attempts to remove parasites and is dying from hunger 
","Idiot slave lying at Eridu
"
1024,"dam lugal-an-da
","wife of Lugalanda 
","wife of Lugalanda
"
1025,"a. szurum-bi szu ba-e-ti
","Its dung in hand was taken 
","Iran I received
"
1026,"lu2-sa6-ga
","Lusaga 
","to Lusaga
"
1027,"{d}szu-{d}suen
","Suen
","Suen
"
1028,"1(u) 4(disz) udu
","14 sheep 
","14 sheep
"
1029,"da-gi4-a
","when by the district
","the district authorities
"
1030,"{d}mu-ul-lil2-le i3-sa6 he2-am3-bi sza3-gu10 ba-ra-bi2-in-sze17
","Enlil did not soothe my heart with an It is good  so be it 
","Enlil did not soothe my heart with an It is good so be it
"
1031,"za-e sa2 du11-sze3 mu-e-da-gid2-de3
","You can then be accepted as a regular offering 
","You as the eveningevening of the sky
"
1032,"... im-ta-zu x ki-ta-zu
"," am I above you or am I below you 
","am I below you or am I above you
"
1033,"... za-e u3-mu-un-bi de3-me-en ga-sza-an-bi de3-me-en ...
"," you shall be its lord I shall be its lady  
","In order that you say the princely rites should not be forgotten it
"
1034,"mu-na-an-gub
","he set up for him
","he set up for him
"
1035,"lu2-{d}szara2
","xxx 
","Luara
"
1036,"pisan-dub-ba
","Basketoftablets 
","Basketoftablets
"
1037,"mu-bi-im
","being its name  
","is its name
"
1038,"nita kal-ga
","the mighty man 
","the mighty man
"
1039,"...-gu-u2 x x x ...
","And the prince  
","The judgment for
"
1040,"2(disz) gukkal 1(disz) masz-da3
","2 fattailed rams 1 gazelle 
","2 fattailed sheep 1 gazelle
"
1041,"...-GIR2 a-a szu-ru-ub-ba {gesz}szukur a-a hab2-ba szu-ni gesz gur5-ra eme-a-ni e2-gal-la
","They were thornbushes that are  in the water lancespoints that are fetid in the water his hand chops trees his tongue is ofin the palace 
","So that the warehouses would be provisioned
"
1042,"...-IN-SI-na {d}urasz-e tu-da sza3-ta nam-gal-sze3
","Ninisina given birth to by Ura from the womb towards greatness 
","The virgin going up to heaven they have given
"
1043,"nam-ti
","for the life 
","for the life
"
1044,"gir2-su{ki}-ta
","xxx 
","from Girsu
"
1045,"1(disz) masz2
","1 billy 
","1 billy goat
"
1046,"{d}ur-{d}namma-ke4 ni2 he2-eb-szi-ib2-te-en-te
","UrNamma refreshes himself 
","UrNamma seated the aura at the path
"
1047,"dub gid2-da
","xxx 
","longtablets
"
1048,"iti amar-a-a-si
","month Amarayasi 
","month Amarasi
"
1049,"an-ta-sur-ra
","from the Antasura 
","and the Antasura
"
